volumen,pagina,fila_original,autor,titulo,formato,tomos,figuras,pasta,lugar,año,atado,numero,precio,transcripcion_original,continua_en_pagina,ejemplar_de,misma_obra_que
2,pagina_0023-OCR.json,10,Martinii (Jo),De usu astrolabi Compendium,4º,,No,no consta,,,,4,6,Martini (Jo) De usu astrolabi Compendium 4º N. 4 6,,,
2,pagina_0023-OCR.json,11,Martiniere (Mr. Bruzen dela),Dictionnaire Geographique,f.º,10 tom.,No,pasta,Amstelodami,1726,,52,800,Martiniere (M. Bruzon dela) Dictionnaire Geographique f.º 10 tom. Past. Amstelodami 1726. N. 52 800,,,
2,pagina_0024-OCR.json,1,Martinio (P. Martin),"Historia de los Tartaros en lengua China, traducida al Castellano por Aguilar",8º,,No,no consta,Madrid,1665,2,6,6,"Martinio (P. Martin) Historia de los Tartaros en lengua China, traducida al Castellano por Aguilar 8º Mad. 1665 Atad. 2 06",,,
2,pagina_0024-OCR.json,2,Masdeu (Dr. Juan Fran.co),"Historia Crítica de España, traducida del Italiano al Castellano por N.N.",4º,5 tom.,No,pasta,Madrid,1783,,100,80,"Madden (D. Juan Fran.) Historia Crítica de España, traducida del Italiano al Castellano por N.N. 5 tom. past. Madrid 1783, y sig. tca N.100 4º 80",,,
2,pagina_0024-OCR.json,3,Martirrico (Juan Pablo),Historia de la Ciudad de Cuenca,fol.,,No,no consta,Madrid,1629,,143,30,Martirrigo (Juan Pablo) Historia de la Ciudad de Cuenca fol. Mad. 1629 N.143 30,,,
2,pagina_0024-OCR.json,4,Martiz Caminha (Gregorio),"Forma de enjuiciar, en lengua Portuguesa",4º,,No,no consta,Coymbra,1558,,271,12,"Martiz Caminha (Gregorio) Forma de enjuiciar, en lengua Portuguesa 4º Coimbra 1558 N.271 12",,,
2,pagina_0024-OCR.json,5,Marton (P. Fr. Benito),Antiguedades del Valle de Tena en Aragon,4º,,No,no consta,Pamplona,1750,,135,10,Marton (P. Fr. Benito) Antigüedades del Valle de Jena en Aragon 4º Pamplona 1750 N.135 10,,,
2,pagina_0024-OCR.json,6,Martorel y de Luna (Fran.),"Historia, y antigüedades de Tortosa",8º,,No,no consta,Tortosa,1626,,136,8,"Martorel y de Luna (Fran.) Historia, y antigüedades de Tortosa 8º Tortosa 1626 N.136 8",,,
2,pagina_0024-OCR.json,7,Martirybus (Illmus. D. F. Bartolomeus),Stimulus Pastorum,4º,,No,no consta,Valentiae,1695,,311,10,Martinybus (Venerabilis D. J. Bartolomeus) Stimulus Pastorum 4º Valentiae 1695 N.311 10,,,
2,pagina_0024-OCR.json,8,[Anónimo],Martirologium Romanum novissime recognitum,4º,,No,pasta,Matriti,1617,,110,36,Anonymous Martirológium Romanum novissime recognitum 4º past. Matriti 1617 N.110 36,,,
2,pagina_0024-OCR.json,9,[Anónimo],Martirologium Romanum ad nov. Kal. rat. et Ecclesiast. Histor. veritatem restit. Greg. 13 jun.,4º,,No,no consta,Salmant.,1584,,98,20,Anonymous Martirológium Romanum ad nov. Kal. xat. et Ecclesias Hisp. veritatem restit. Greg. 13 junm 4º Salmant. 1584 N.98 20,,,
2,pagina_0025-OCR.json,1,[Anónimo],Mascara R.l de Barcelona con figuras,,,Sí,rústica,Barcelona,,,256,30,Mascara R. de Barcelona con figuras. vust. N. 256 30,,,
2,pagina_0025-OCR.json,2,Mascardi (Agostino),La Congiura del Conde Gio=Sengi d.° Fieschi,4º,,No,no consta,Palermo,1646,,19,8,Mascardi (Agostino) La Conquista del Conde Gio: Senzi d. Fieschi 4.° Palermo 1646. N.19 8,,,
2,pagina_0025-OCR.json,3,Mascardii (Augustinii),"Disertationes de afectibus sive perturbationibus animi, et prolusiones eticaq",12º,,No,no consta,Mediolani,1709,,102,6,"Mascardi (Augustinii) Disertaciones de affectibus sive perturbationibus animi, et prolationes eticae en 12.° Mediolani 1709 N.102 6",,,
2,pagina_0025-OCR.json,4,Mascardo (Alderano),Communes Juris utriusque Conclusiones,fol.,,No,no consta,Cesaraugustae,1637,,278,15,Mascardo (Alderano) Communes Juris utriusque Conclusiones: fol. Cesarangustae 1637. N.278 15,,,
2,pagina_0025-OCR.json,5,Mascareñas (D.n Geronymo),"Campaña de Portugal, executada por D.n Juan de Austria",4º,,No,no consta,Madrid,1663,,146,8,"Mascareñas (D. Geronymo) Campana de Portugal, executada por D. Juan de Austria. 4.° Mad. 1663. N.446 8",,,
2,pagina_0025-OCR.json,6,Mascareñas (D.n Geronymo),Vida del Abad Raimundo fundador de la orn. de Calatrava,4º,,No,no consta,Madrid,1653,,293,8,Mascareñas (D. Geronymo) Vida del Abad Raimundo fundador de la orni de Calatrava. 4.° Mad. 1653. N.293 8,,,
2,pagina_0025-OCR.json,7,Mascareñas (D.n Geronymo),Viage de la Reyna Madre a Carlos 2.°,4º,,No,no consta,Madrid,1650,,135,15,Mascareñas (D. Geronymo) Viage de la Reyna Madre a Carlos 2.° 4.° Madrid. 1650. N.135 15,,,
2,pagina_0025-OCR.json,8,Mascovi (Gotfridii),"De Sectis Sabinianorum, et Proculianorum in juri civili; atq. de haiscen. dis.",8º,,No,no consta,Lipsiae,1728,,260,10,"Mascovi (Gotfridii) De Sectis Sabinianorum, et Proculianorum in jure civili; atq. de hisce dis. 8.° Lipniae 1728. N.260 10",,,
2,pagina_0026-OCR.json,1,Mascovii (Jo. Jac.),Principia Juris Publici,4º,,No,no consta,Lipsiae,1750,,69,18,Mascovii (Jo. Jac.) Principia Juris Publici 4º Lipsiae 1750 N. 69 18,,,
2,pagina_0026-OCR.json,2,Mascovii (Dn Jo. Jac.),Principia Juris Publici Imperii Romano Germanici,12º,,No,pasta,Lipsiae,1750,,271,18,Mascovii (Dn Jo. Jac.) Principia Juris Publici Imperii Romano Germanici 12º Pasta Lipsiae 1750 N. 271 18,,,
2,pagina_0026-OCR.json,3,Masogni (Jacobi),Epigrammatica,fol.,,No,no consta,Roma,1522,,75,60,Masogni (Jacobi) Epigrammatica fol. Romae 1522 N. 75 60,,,
2,pagina_0026-OCR.json,4,Manenii (P. Jacobi),Palestra Stili Romani,8º,,No,no consta,Coloniae,1659,,159,8,Manenii (P. Jacobi) Palestra Stili Romani 8º Coloniae Agrippinae 1659 N. 159 8,,,
2,pagina_0026-OCR.json,5,Manenii (P. Jacobi),Ars nova argustiarum,12º,,No,no consta,Coloniae Agripinae,1711,,105,12,Manenii (P. Jacobi) Ars nova argustiarum 12º Coloniae Agrippinae 1711 N. 105 12,,,
2,pagina_0026-OCR.json,6,Manenii (P. Jacobi),"Historia Caroli V, et Ferdinandii I",4º,,No,no consta,Coloniae Agripinae,1684,,134,30,"Manenii (P. Jacobi) Historia Caroli V, et Ferdinandii I. 4º Coloniae Agrippinae 1684 N. 134 30",,,
2,pagina_0026-OCR.json,7,Massigues (Señor Felix),Historia de la orn. de las Monjas de la enseñanza,4º,,No,no consta,Barcelona,1730,,111,10,Massigues (Señor Felix) Historia de la orden de las Monjas de la enseñanza en 4º Barcelona 1730 N. 111 10,,,
2,pagina_0026-OCR.json,8,Massomi (Papirii),Descriptio flaminum Galliae,8º,,No,no consta,Parisiis,1618,,159,12,Massomi (Papirii) Descriptio flaminum Galliae 8º Parisij 1618 N. 159 12,,,
2,pagina_0026-OCR.json,9,Mastricht (Gert. Von),Historia Juris Ecclesiastici,12º,,No,no consta,Italae,1719,,250,12,Mastricht (Gert. Von) Historia Juris Ecclesiastici 12 Italae 1719 N. 250 12,,,
2,pagina_0026-OCR.json,10,Mastrillo (Dn Garcia),"De Magistratibus eorum imperio, e Jurisditione",,42 tom.,No,no consta,Lugduni,1621,,224,24,"Mastrillo (Dn Garcia) De Magistratibus eorum imperio, et jurisdictione 42 tom. Lugd. 1621 N. 224 24",,,
2,pagina_0027-OCR.json,1,Mata (Juan de la),Arte de Reposteria,4º,,No,pasta,Madrid,1786,,69,10,Mata (Juandela) Arte de Reposteria 4º Pasta  Madrid 1786 69 10,,,
2,pagina_0027-OCR.json,2,Matamoros (Alphonsi Garciae),Opera omnia,4º,,No,pasta,Matriti,1769,,187,20,Matamoros (Alphonsi Garciae) Opera omnia 4º Pasta Matriti 1769 187 20,,,
2,pagina_0027-OCR.json,3,Matamoros (Alphonsi Garciae),Oratio havita in Doctoratu Theologiae &c.,8º,,No,no consta,Compluti,1558,,26,6,Matamoros (Alphonsi Garciae) Oxatio hauria in Doctoratu Theologiae 8º. Compluti Compluti 1558 26 6,,,
2,pagina_0027-OCR.json,4,Matamoros (Alphonsi Garciae),De ratione dicendi,8º,,No,no consta,Compluti,1561,,26,6,Matamoros (Alphonsi Garciae) Deratione dicendi: 8º Compluti Compluti 1561 26 6,,,
2,pagina_0027-OCR.json,5,Matamoros (Alphonsi Garciae),De conditione Hispanorum,8º,,No,no consta,Alcalá de Henares,1553,,202,5,Matamoros (Alphonsi Garciae) De conditione Hispanorum: 8 Compluti Compluti 1553 202 5,,,
2,pagina_0027-OCR.json,6,Matas (Josef),Guía de Labradores,8º,,No,no consta,Madrid,1786,,,5,Matas (Josef) Guía de Labradores: 8º Mad. Madrid 1786 5,,,
2,pagina_0027-OCR.json,7,Matheo (Antonii),De Judiciis Disputationes 12 trajecti,,,No,no consta,,1645,,239,6,Matheo (Antonii) De Judiciis Disputationes 12 tractati — 1645 239 6,,,
2,pagina_0027-OCR.json,8,Matheo (Antonii),Notae in institutionem Juris Imperii Justiniani,12º,,No,no consta,Amstelodami,1657,,228,10,Matheo (Antonii) Notae in institutionem Juris Imperii Iustiniani 12º Amstelodami Amstelodami 1657 228 10,,,
2,pagina_0027-OCR.json,9,Matheo (Antonii),"De Novilitate et de Principibus, Ducibus, Comitibus, Baronibus",8º,,Sí,no consta,Amstelodami,1686,,221,36,"Matheo (Antonii) De Novilitate et de Principibus, Ducibus, Comitibus, Baronibus 8º Amstelodami 1686 p. fig. a Amstelodami 1686 221 4º 36",,,
2,pagina_0027-OCR.json,10,Matienzo (Jo.),"Dialogus Relatoris, et Advocati Pinciani Senatus",,,No,no consta,Pinciae,1558,,270,8,"Matienco (Jo.) Dialogus Relatoris, et Advocati Piniciani Senatus Pinciae — 1558 270 8",,,
2,pagina_0028-OCR.json,1,Matienzo (Joannis),Commentariorum in libro 3. Chancilleria,fol.,,No,no consta,Mantuae Carpentanae,1597,,233,50,Matienzo (Joannis) Commentariorum in libro 3. Chancilleria fol. Mantuae Carpentae 1597 N. 233 50.,,,
2,pagina_0028-OCR.json,2,Matienzo Deza (Io. de),Mutatione Legum,4º,,No,no consta,Mantuae Carpetanorum,1639,,258,12,Matienzo Deza (Io. de) Mutatione Legum. 4° Mantuae Carpentanorum 1639 N. 258 12.,,,
2,pagina_0028-OCR.json,3,Matienei (Dn Joa.),Repetitiones tredecim Juriscons. Responsa,fol.,,No,no consta,Antuerpiae,1627,,278,15,Matienzi (Dn Joa.) Repetitiones tredecim Juriscons. Responsa fol. Antuerpiae 1627 N. 278 15.,,,
2,pagina_0028-OCR.json,4,Matienzo (Sebastiani de),Commentat. in S. Virgili,4º,,No,no consta,Lugd.,1662,,13,15,Matienzo (Sebastiani de) Commentat. in 1° Virgili 4. Lugd. 1662 N. 13 15.,,,
2,pagina_0028-OCR.json,5,Maitaire (Mich.),Annales typographici,4º,6 tom.,No,pasta,Amstelodami,1719 à 1741,,106,600,Maitaire (Mich.) Annales typographici en 4° 6 tom. Pasta Amstelodami 1719 à 1741 N. 106 600.,,,
2,pagina_0028-OCR.json,6,Matthaeu et Sans (D.D. Laurent.),Tractatus de re criminali,fol.,,No,no consta,Lugduni,1675,,295,24,Matthieu et Sans (D.D. Laurent.) Tractatus de re criminali fol. Lugduni 1675 N. 295 24.,,,
2,pagina_0028-OCR.json,7,Matthaeu et Sans (D.D. Laurent.),Tratado de la Celebracion de Cortes Generales del Reyno de Valencia,4º,,No,no consta,Madrid,1677,,124,18,Matthieu et Sans (D.D. Laurent.) id. Tratado de la Celebracion de Cortes Generales del Reyno Valencia: 4° Madrid 1677 N. 124 18.,,,
2,pagina_0028-OCR.json,8,Nature de Peña (El Ldo Diego),Descendencia de las Casas de Austria y Sandobal,4º,,No,no consta,Granada,1614,,212,15,Nature de Peña (El Ldo Diego) Descendencia de las Casas de Austria y Sandoval 4° Granada 1614 N. 212 15.,,,
2,pagina_0029-OCR.json,1,Matute de Acevedo (D.º Ferdinandi),Disquisitiones Legales,fol.,,No,no consta,Panormi,1653,,257,15,Matute de Acevedo (D.º Ferdinandi) Disquisitiones Legales fol. Panormi 1653 N.257 15,,,
2,pagina_0029-OCR.json,2,Manpin (Mr.),"Modo de hacer el Vino, traducido al Castellano",4º,,No,no consta,Zaragoza,1786,,173,5,"Manpin (Mr.) Modo de hacer el Vino, traducido al Castellano 4.º á la Aust. Zaragoza 1786 N.173 05",,,
2,pagina_0029-OCR.json,3,Marinal (Comte de Saxe),Sus Reveries,4º,2 tom.,Sí,no consta,Amsterdam,1757,,55,180,Marinal (Comte de Saxe) Sus Reveries 4.º 2 tom. Amsterdam 1757 fig. N.55 180,,,
2,pagina_0029-OCR.json,4,Maurisean (D.º Francisco),"Tratado anatomico de las Partes de la Muger, que sirve para la Generacion",4º,tomo primero,No,no consta,Madrid,1752,35,35,6,"Maurisean (D.º Francisco) Tratado anatomico de las Partes vrla Mugier, que sirve para la Generacion 4.º tomo primero Madrid 1752 Atad 35 6",,,
2,pagina_0029-OCR.json,5,Manroy (Fr. Henrico),Christianorum novorum adversus Archiep. Toletanum,4º,,No,no consta,Paris,1553,,186,24,Manroy (Fr. Henrico) Christianorum novorum adversus Archiep. Ireta num Parisiis 1553 N.186. 4.º 24,,,
2,pagina_0029-OCR.json,6,Maximi (Firi),Disert. Philosof. cum interpret. Heinsii,8º,,No,pasta blanca,Lugd.,1614,,5,40,Maximi (Firi) Dissert. Philosof. cum interpret. Heimii 8.º Lugd. 1614 N.5. Pasta  Blanca 40,,,
2,pagina_0029-OCR.json,7,[Anónimo],"Maximi des Princes, et Stats Son vera in:",16º,,No,no consta,Cologne,1670,,251,6,"Maximi des Princes, et Stats Son vera in:  16 Cologne 1670. N.251 6",,,
2,pagina_0029-OCR.json,8,Mayans y Siscar (D. Gregorio),Rethorica,8º,2 tom.,No,no consta,Valencia,1757,,26,32,Mayans y Siscar (D. Gregorio) Rethorica  ,pagina_0030-OCR.json,,
2,pagina_0030-OCR.json,2,Mayans y Siscar (D. Gregorio),Specimen Bibliothecae,4º,,No,no consta,Hannoverae,1753,,112,12,"id. Specimen Bibliothecae h.º Hannoverae 1753, N. 112 12",,,
2,pagina_0030-OCR.json,3,Mayans y Siscar (D. Gregorio),Epistolae elegantissimae,4º,,No,no consta,Valentiae,1732,,30,15,id. Epistolae elegantissimae: 4.º Valentiae 1732 N. 30 15,,,
2,pagina_0030-OCR.json,4,Mayans y Siscar (D. Gregorio),Oraciones de algunos Misterios de la Religión Christiana,fol.,,No,pasta,Valencia,1779,,202,4,id. Oraciones de algunos Misterios de la Religión Christiana: fol. 12.º past. Valencia 1779. N. 202 4,,,
2,pagina_0030-OCR.json,5,Mayans y Siscar (D. Gregorio),Disputationes Juris,4º,T. 2,No,no consta,Lugduni Batavorum,1752,,281,28,"id. Disputationes Juris: h.º T. 2 Lugduni Batavorum 1752, N. 281 28",,,
2,pagina_0030-OCR.json,6,Mayans y Siscar (D. Gregorio),Vida de S.n Gil Abad,16º,,No,no consta,Valen.a,1724,,118,2,id Vida de S.ª Sil Abad 16.º Valen. 1724. N. 118 2,,,
2,pagina_0030-OCR.json,7,Mayans y Siscar (D. Gregorio),"Coleccion de Cartas de D.n Nicolas Antonio, y otros insignes Varones",8º,,No,pasta,Leon de Francia,1733,13,13,8,"id. Coleccion de Cartas de Dn Nicolas Antonio, y otros insignes Varones: 8.º Past. Leon de Francia 1733. Atad. 13 8",,,
2,pagina_0030-OCR.json,8,Mayans y Siscar (D. Gregorio),De Hispana Progenie,8º,,No,pasta,Madrid,1779,,101,12,"id. de Hispana Progenie, en 8.º Past. Mad. 1779. N. 101 12",,,
2,pagina_0030-OCR.json,9,Mayans y Siscar (D. Gregorio),[id.] Cartas Morales &c. de varios Autores Españoles,8º,cinco Tom.,No,no consta,Valen.a,1773,14,14,40,id Cartas Morales &c. de varios Autores Españoles: 8.º cinco Tom. Valen. 1773. Atad. 14 40,,,
2,pagina_0030-OCR.json,10,Mayans y Siscar (D. Gregorio),Otros dos tom. de lo mismo,,2 tom.,No,no consta,,,,,16,id. otro do tom. de lo mismo 16,,,
2,pagina_0031-OCR.json,1,Mayans y Siscar (D. Gregorio),Vita Emmanuelis Martini Ecclesiae Alonensis Decan,8º may.,,No,no consta,"Mannae, Carpent.",1735,14,14,6,"Vita Emmanuelis Martini Ecclesiae Alonensis Decani: 8.º mayor. Mannae, Carpent. 1735 Atad. 14 6",,,
2,pagina_0031-OCR.json,2,Mayans y Siscar (D. Gregorio),Emaios Oratorios,8º,,No,no consta,Mad.,,,25,6,Emaior Oratorior. 8.º Mad. 139. N.25 6,,,
2,pagina_0031-OCR.json,3,Mayans y Siscar (D. Gregorio),[id.] Accion de Gracias a la Divina Saviduria Patrona de la Academia Valenciana,4º,,No,no consta,Valencia,1743,,25,6,Action a Gracias a la Divina Savi divia Patrona de la Academia Valencia na. 4.º Valencia 1743. N. 25 6,,,
2,pagina_0031-OCR.json,4,Mayans y Siscar (D. Gregorio),[id.] Commentarii ad fragmenta 30 Jurisconsultorum,4º,,No,pasta,Genovae,1764,,258,44,Commentarii ad fragmenta 30 Jurisconsultorum: 4.º Pasta Genovae. 1764. N. 258 44,,,
2,pagina_0031-OCR.json,5,Mayans y Siscar (D. Gregorio),[id.] Institutionum Philosophiae Moralis lib. 3,8º,2 tom.,No,pasta,Matriti,1777,30,30,24,Institutionum Philosophiae Moralium Lib. 3: 8.º Pasta 2 tom. Matriti 1777. Atad. 30 24,,,
2,pagina_0031-OCR.json,6,Mayans y Siscar (D. Gregorio),[Eiusd.] Id opus ,8º,,No,pasta,,,,,20,Eiusd. id opus 8.º Pasta en un volum. 100 ed. loc. et anno 20,,,
2,pagina_0031-OCR.json,7,Mayans y Siscar (D. Gregorio),[id.] Ad quinque Jurisconsultorum fragmenta Commentarii,8º,,No,no consta,Valentiae,1723,,261,4,"Ad quinque Jurisconsultorum fragmenta Commentarii 8.º Valentiae, 1723 N. 261 4",,,
2,pagina_0031-OCR.json,8,Mayans y Siscar (D. Gregorio),[id.] Institutionum Philosophiae Moralis,8º,2 volumen,No,pasta,Matriti,1777,,22,24,Institutionum Philosophiae Moralium 8.º 2 volumen. Pasta Matriti 1777. N. 22 24,,,
2,pagina_0032-OCR.json,1,Mayans y Siscar (D. Gregorio),Institutionum Philosophiae Moralis,8º,,No,no consta,Valentiae,1754,,157,10,id. institutionum Philosophiae Moralis 8° Valenciae 1754. N. 157 10,,,
2,pagina_0032-OCR.json,2,Mayans y Siscar (D. Gregorio),"[id.] Coleccion de los origenes de la lengua Castellana, escritos por varios Autores",8º,2 tom.,No,no consta,Madrid,1737,,25,18,"id. Coleccion de los orígenes de la lengua Castellana, escrita por varios Autores 8° 2 tom. Mad. 1737. N. 25 18",,,
2,pagina_0032-OCR.json,3,Mayans y Siscar (D. Gregorio),[id.] El Orador Christiano,8º,,No,rústica,Valencia,1786,,25,6,id. el Orador Christiano 8° Rust. Valencia 1786. N. 25 6,,,
2,pagina_0032-OCR.json,4,Mayans y Siscar (D. Gregorio),[id.] Rhetorica,4º,2 tom.,No,rústica,Valen.ª,1786,,25,18,id. Rhetorica 4° 2 tom. Rust. Valen. 1786. N. 25 18,,,
2,pagina_0032-OCR.json,5,Mayans... (D. Juan Antonio),Illici hoy Villa de Elche. Ilustrada,4º,,No,no consta,Valencia,1771,,135,10,Mayans... (D. Juan Antonio) Vita hujus Villa de Elche. Illustrada 4° Valencia 1771. N. 135 10,,,
2,pagina_0032-OCR.json,6,Mayeri... (Jo. Friderici),Lawsatura Argentorati,8º,,No,no consta,Estrasburgo,1669,,103,6,Mayeri... (Jo. Friderici) Lawsatura Argentorati 1669 N. 103. en 8° 6,,,
2,pagina_0032-OCR.json,7,Maymi... (D. Josephi),"Romani, et Hispani Juris institutiones",4º,t. 2,No,no consta,Hispani,1777,,281,30,"Maymi... (D. Josephi) Romani, et Hispani Juris institutiones 4° t. 2 Matriti 1777. N. 281 30",,,
2,pagina_0032-OCR.json,8,Martinez (Martini),Thipotiposeon Regular. Sacrae Scripturae,4º,,No,no consta,Salamant.,1580,,98,18,Martinez (Martini) Thipotiporeon Regular. Sacrae Scripturae 4° Salamant. 1580. N. 98 18,,,
2,pagina_0032-OCR.json,9,"Maymo, y Rives (D. Josef.)",Proemialis de la Jurisprudencia,4º,,No,no consta,Madrid,1767,,259,42,"Maymo, y Rives (D. Josef.) Praemialis de la Jurisprudencia 4° Madrid 1767. N. 259 42",,,
2,pagina_0032-OCR.json,10,"Mayans, y Siscar (D. Gregorio)",Prosodia de la lengua latina,8º,,No,no consta,Valencia,1768,3,3,5,"Mayans, y Siscar (D. Gregorio) Prosodia de la lengua latina 8° Valencia 1768. Atad. 3. 5",,,
2,pagina_0033-OCR.json,1,Mayans y Siscar (D. Gregorio),Idea de un Diccionario Universal executada en la Jurisprudencia,12º,,No,no consta,Valencia,1768,,118,3,M. A. Idea de un Diccionario Universal executada en la Jurisprudencia 12º Valencia 1768 N. 118 3,,,
2,pagina_0033-OCR.json,2,Mayans y Siscar (D. Gregorio),Idea de la Grammatica de la Lengua Latina,8º,tres tomos,No,no consta,Valencia,1768,1,3,24,M. A. Idea de la Grammatica de la Lengua Latina 3 8º Valencia 1768 Atad. 1º 24,,,
2,pagina_0033-OCR.json,3,Mayans y Siscar (D. Gregorio),[id.] Arte Metrica,8º,,No,no consta,[Valencia],1770,1,,8,M. A. Arte Metrica 8º ibid 1770 Atad. 1º 8,,,
2,pagina_0033-OCR.json,4,Mayans y Siscar (D. Gregorio),"[id.] Defensa del Rey Witiza, con el papelillo de Berni contra ella, y la Carta de un Amigo del Autor sobre el propio asunto",4º,,No,no consta,Valencia,1773,,161,12,"M. A. Defensa del Rey Witiza, con el papelillo de Berni contra ella, y la Carta de un Amigo del Autor sobre el propio asunto 4º Valencia 1773 N. 161 12",,,
2,pagina_0033-OCR.json,5,Mayans y Siscar (D. Gregorio),[id.] De Hispaniae Progeniae vocis vr,12º,,No,no consta,Madrid,1779,,105,12,M. A. De Hispaniae Progeniae vocis vr. 12º Madrid 1779 N. 105 12,,,
2,pagina_0033-OCR.json,6,Mayans y Siscar (D. Gregorio),[Eiusd.] Id. opus,8º,,No,no consta,Matriti,1779,,62,10,M. A. Ejusd. id. opus 8º Madrid 1779 N. 62 10,,,
2,pagina_0033-OCR.json,7,Mecolaeta (P. F. Diego),"Ferreras contra Terreras, y Cuna del mismo Palo Historia de España",8º,,No,no consta,Madrid,1728,,136,6,"Mecolaeta (P. F. Diego) Ferreras contra Terreray, y Cuna del mismo Palo Historia de España 8º Madrid 1728 ",pagina_0034-OCR.json,,
2,pagina_0034-OCR.json,1,"(Mecolaeta, Diego de)",Historia de S.n Millan de la Cogulla,8º,,No,no consta,Madrid,1724,,94,5,N. 136 Historia de S.n Millan de la Cogulla 8º Mad. 1724 N. 94 5,,,
2,pagina_0034-OCR.json,2,Mechovis (Guillelmi),"Philosophia Paraenetica, id. est, de Officiis, ac moribus hominum recta Ratione, ac lege Naturae formandis",12º,,No,no consta,Francofurti,1671,30,30,8,"— id. Mechanis (Guillelmi) Philosophia Paracenetica, id. est, de Officiis, ac moribus hominum recta Ratione, ac lege Naturae formandis 12º Francofurti 1671 Atad. 30 8",,,
2,pagina_0034-OCR.json,3,[Anónimo],De Louis le Grand avec les explications Historiques,fol.,,No,pasta,Paris,1723,,85,900,Medailles De Louis le Grand avec les explications Historiques fol. past. Paris 1723 N. 85 900,,,
2,pagina_0034-OCR.json,4,[Anónimo],[id.] Du Regne de Louis XV,fol.,,No,pasta,,1715,,107,50,— id. Du Regne de Louis XV fol. past. 1715 N. 107 50,,,
2,pagina_0034-OCR.json,5,[Anónimo],Media Annata de Mercedes Reglas Generales,fol.,,No,no consta,Madrid,1664,,197,15,Media Annata de Mercedes Reglas Generales fol. Madrid 1664 N. 197 15,,,
2,pagina_0034-OCR.json,6,Medina (Barba),Examen de fortificacion,4º,,Sí,no consta,Madrid,1599,,68,18,Medina (Barba) Examen de fortificacion 4º Madrid 1599 fig. N. 68 18,,,
2,pagina_0034-OCR.json,7,Medina (D.n Antonio),"Cartilla nueva, util y necesaria para instruirse las Matronas en el Arte de enmadrar",12º,,No,pasta,Madrid,1785,,202,4,"Medina (D. Antonio) Cartilla nueva, util y necesaria para instruirse las Matronas en el Arte de enmadrar 12º Past. Mad. 1785 N. 202 4",,,
2,pagina_0035-OCR.json,1,"Medina, Conde (D.ⁿ Christoval de)",Santoral Español,4º,,No,no consta,Granada,1764,,47,10,"Medina, Conde (D.º Christoval de) Santoral Español 4º Granada 1764 N 47 10",,,
2,pagina_0035-OCR.json,2,Medina (D.ⁿ D. Christoval),El fingido Deatro,4º,,No,no consta,Malaga,1772,,273,8,Medina (D. D. Christoval) El fingido Decatro 4º Málaga 1772 N 273 8,,,
2,pagina_0035-OCR.json,3,Medina (D.ⁿ D. Christoval),Descubrimientos de Granada,8º,4 toms,No,no consta,Granada,1761,,126,20,Medina Descubrimientos de Granada 8º Granada 1761 N 126 20,,,
2,pagina_0035-OCR.json,4,Medina (M. Fr. Juan de),Recogimiento[s] [de] Mendigos,4º,,No,pasta,Salamanca,1545,,252,8,Medina (M. Fr. Juan de) Reconocimientos Menores 4º past. Salamanca 1545 N 252 8,,,
2,pagina_0035-OCR.json,5,Medina (M. Fr. Pedro de),"Grandezas, y cosas notables de España",fol.,,No,no consta,Alcalá,1595,,130,50,"Medina (M. Fr. Pedro de) Grandezas, y cosas notables de España 2º p.te fol. Alcalá 1595 N 130 50",,,
2,pagina_0035-OCR.json,6,Medina (M. Fr. Pedro de),Grandezas de España,fol.,,No,no consta,Alcalá,1566,,130,60,Medina (M. Fr. Pedro de) Grandezas de España fol. Alcalá 1566 N 130 60,,,
2,pagina_0035-OCR.json,7,Medina (M. Fr. Pedro de),"Dialogos, que entre la verdad, y el hombre se tratan sobre la conversion del jurador",fol.,,No,no consta,Malaga,1620,,246,20,"Medina (M. Fr. Pedro de) Diálogos, que entre la verdad, y el hombre se tratan sobre la conversión del jurador fol. Málaga 1620 N  246 20",,,
2,pagina_0035-OCR.json,8,[Anónimo],"Medonte. Dramma en Musica, representada en el nuevo Teatro de los Caños del Peral",,,No,no consta,,1787,,214,3,"Medonte Dramma in Musica, representada en el nuevo Teatro de los Caños del Peral  1787 N 214 3",,,
2,pagina_0036-OCR.json,1,Medrano (D.n Sebastian),El práctico Artillero,8º,,No,no consta,Bruselas,1680,,124,10,Medrano (D. Sebastián) El práctico Artillero 8º Bruselas 1680 N. 124 10,,,
2,pagina_0036-OCR.json,2,Medrano (D.n Sebastian),El Ingeniero de la moderna Architectura,8º,,No,no consta,Bruselas,1687,,129,12,Medrano (D. Sebastián) El Ingeniero de la moderna Arquitectura 8º Bruselas 1687 N. 129 12,,,
2,pagina_0036-OCR.json,3,Medrano (D.n Sebastian),Del ataque y defensa de una Plaza Real,8º,,No,no consta,Bruselas,1698,,118,6,Medrano (D. Sebastián) Del ataque y defensa de una Plaza Real 8º Bruselas 1698 N. 118 6,,,
2,pagina_0036-OCR.json,4,Medrano (D.n Sebastian),Descripción del Mundo,8º,,No,no consta,Bruselas,1688,,51,6,Medrano (D. Sebastián) Descripción del Mundo 8º Bruselas 1688 N. 51 6,,,
2,pagina_0036-OCR.json,5,Medrano (D.n Didacus de),De consensu connubiali,4º,,No,no consta,Lugd.,1609,,270,8,Medrano (D. Didacus de) De consensu connubiali 4º Lugd. 1609 N. 270 8,,,
